1	3.13283	0
2	3.14092	0.00571629
3	3.1435	0.00435612
4	3.14587	0.00385728
5	3.14508	0.00316604
6	3.14225	0.00369269
7	3.14158	0.0032247
8	3.14044	0.0030168
9	3.14006	0.00270519
10	3.14093	0.00257134
11	3.14043	0.00238538
12	3.14073	0.00220441
13	3.1399	0.0021853
14	3.13988	0.00202927
15	3.14021	0.00192109
16	3.14103	0.00196887
17	3.14121	0.00186103
18	3.14096	0.00177438
19	3.14023	0.00182557
20	3.14033	0.0017372
21	3.14032	0.00165453
22	3.14092	0.00168297
23	3.14079	0.00161432
24	3.14109	0.00157398
25	3.14078	0.00154137
26	3.14123	0.00154814
27	3.14131	0.00149247
28	3.14141	0.00144291
29	3.14114	0.00141776
30	3.14102	0.00137593
31	3.14098	0.00133208
32	3.14112	0.00129803
33	3.14076	0.00130859
34	3.14058	0.00128289
35	3.14089	0.00128426
36	3.14048	0.00131187
37	3.14069	0.00129255
38	3.14043	0.00128354
39	3.14045	0.00125071
40	3.14051	0.00122115
41	3.14038	0.00119856
42	3.14027	0.0011755
43	3.14032	0.0011495
44	3.14045	0.00113095
45	3.14043	0.00110602
46	3.1406	0.00109507
47	3.1406	0.00107177
48	3.14068	0.00105184
49	3.14071	0.00103079
50	3.14039	0.00105601
51	3.14025	0.00104522
52	3.14034	0.00102917
53	3.14001	0.00106303
54	3.14015	0.00105335
55	3.14019	0.00103477
56	3.14023	0.00101738
57	3.14029	0.00100114
58	3.14035	0.000985798
59	3.14041	0.000970686
60	3.14053	0.0009617
61	3.14068	0.000957798
62	3.14058	0.000947759
63	3.14053	0.000933864
64	3.14025	0.000961786
65	3.1402	0.000947898
66	3.14029	0.000937331
67	3.1404	0.000929902
68	3.14054	0.000926264
69	3.14033	0.000936395
70	3.14035	0.000923372
71	3.14046	0.000916374
72	3.14058	0.000911792
73	3.14059	0.000899334
74	3.14062	0.000887648
75	3.14068	0.00087807
76	3.1406	0.000870447
77	3.1407	0.000864685
78	3.14073	0.000854235
79	3.14082	0.000847867
80	3.14093	0.00084527
81	3.14079	0.000847535
82	3.1408	0.000837247
83	3.1408	0.000827161
84	3.14092	0.000825968
85	3.14085	0.0008187
86	3.14078	0.000812204
87	3.14095	0.00082007
88	3.14105	0.000816334
89	3.14102	0.000807771
90	3.1412	0.000820141
91	3.14127	0.000813758
92	3.14133	0.000807086
93	3.14123	0.000803827
94	3.14132	0.000800068
95	3.14126	0.000793646
96	3.14128	0.000785459
97	3.1413	0.000777803
98	3.14137	0.000773225
99	3.14148	0.000772873
100	3.14138	0.000772545
