# VELOCITY:     AVE_POFV:        ERROR:
BLOCCO 1
    0.122474           0           0           0
    0.367423   0.0164433   0.0164433           0
    0.612372   0.0355327   0.0355327           0
    0.857321   0.0253265   0.0253265           0
     1.10227   0.0281616   0.0281616           0
     1.34722   0.0572682   0.0572682           0
     1.59217    0.123987    0.123987           0
     1.83712    0.291444    0.291444           0
     2.08207    0.390671    0.390671           0
     2.32702    0.880569    0.880569           0
     2.57196     1.14499     1.14499           0
     2.81691    0.597252    0.597252           0
     3.06186    0.260447    0.260447           0
     3.30681    0.140808    0.140808           0
     3.55176   0.0542441   0.0542441           0
     3.79671   0.0315636   0.0315636           0
     4.04166  0.00113402  0.00113402           0
     4.28661  0.00113402  0.00113402           0
     4.53156  0.00132303  0.00132303           0
      4.7765 0.000189004 0.000189004           0
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 2
    0.122474  0.00283506  0.00141753  0.00100234
    0.367423   0.0120962   0.0142698  0.00153693
    0.612372   0.0678524   0.0516925   0.0114267
    0.857321   0.0759795    0.050653   0.0179086
     1.10227    0.191839        0.11   0.0578687
     1.34722    0.308265    0.182767   0.0887409
     1.59217    0.399932    0.261959   0.0975615
     1.83712    0.417698    0.354571   0.0446377
     2.08207    0.542819    0.466745   0.0537925
     2.32702    0.374984    0.627776    0.178751
     2.57196    0.351925    0.748455    0.280389
     2.81691    0.386702    0.491977   0.0744408
     3.06186     0.26555    0.262999  0.00180422
     3.30681    0.304863    0.222836   0.0580023
     3.55176    0.162732    0.108488   0.0383564
     3.79671    0.110756   0.0711599   0.0279988
     4.04166   0.0557561   0.0284451   0.0193118
     4.28661   0.0238145   0.0124743  0.00801875
     4.53156  0.00642613  0.00387458  0.00180422
      4.7765   0.0196564   0.0099227  0.00688276
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 3
    0.122474  0.00567012  0.00283506  0.00133646
    0.367423   0.0582132   0.0289176   0.0120037
    0.612372   0.0744675   0.0592842  0.00982106
    0.857321    0.189949    0.097085    0.039747
     1.10227    0.378008    0.199336   0.0825163
     1.34722    0.310155     0.22523   0.0685714
     1.59217    0.476857    0.333592   0.0874708
     1.83712    0.527132    0.412091   0.0555993
     2.08207    0.352303    0.428598   0.0474995
     2.32702    0.338506    0.531353    0.142826
     2.57196    0.342097    0.613002    0.217193
     2.81691    0.245516    0.409823   0.0834406
     3.06186    0.295035    0.273678  0.00880171
     3.30681    0.109433    0.185035   0.0494755
     3.55176    0.099227    0.105401   0.0256948
     3.79671   0.0886428   0.0769876   0.0192628
     4.04166    0.098471   0.0517871   0.0229997
     4.28661   0.0451719   0.0233735   0.0103814
     4.53156   0.0425259   0.0167583   0.0105881
      4.7765   0.0051031  0.00831617  0.00477232
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 4
    0.122474   0.0372338   0.0114347  0.00751469
    0.367423   0.0918559   0.0446522   0.0163319
    0.612372    0.149691   0.0818859   0.0209137
    0.857321    0.236066     0.13183   0.0423565
     1.10227    0.208093    0.201525   0.0619163
     1.34722    0.459657    0.283837   0.0722563
     1.59217    0.502561    0.375834   0.0751138
     1.83712    0.508798    0.436268   0.0466608
     2.08207    0.364399    0.412548   0.0382401
     2.32702    0.372338    0.491599    0.112516
     2.57196    0.260069    0.524769    0.179927
     2.81691    0.331702    0.390293   0.0648259
     3.06186    0.163866    0.246225   0.0246743
     3.30681   0.0635053    0.154652   0.0454887
     3.55176   0.0757905   0.0979985   0.0203095
     3.79671   0.0568902   0.0719632   0.0150881
     4.04166    0.113591   0.0672381   0.0218313
     4.28661   0.0538661   0.0309966   0.0102082
     4.53156   0.0325087   0.0206959  0.00864228
      4.7765           0  0.00623713  0.00400659
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 5
    0.122474  0.00113402  0.00937459   0.0062878
    0.367423    0.047818   0.0452853   0.0130778
    0.612372    0.100928   0.0856943   0.0170742
    0.857321     0.24476    0.154416   0.0394501
     1.10227    0.302595    0.221739   0.0527295
     1.34722    0.557561    0.338581   0.0757564
     1.59217    0.529211    0.406509   0.0660584
     1.83712    0.424503    0.433915   0.0373879
     2.08207    0.378575    0.405753   0.0311899
     2.32702    0.417131    0.476705   0.0909932
     2.57196    0.336427    0.487101    0.147832
     2.81691    0.269897    0.366214   0.0561549
     3.06186    0.097148    0.216409   0.0331784
     3.30681   0.0867528    0.141072   0.0383645
     3.55176   0.0546221   0.0893232   0.0180054
     3.79671    0.153849   0.0883404   0.0189807
     4.04166    0.049141   0.0636187   0.0177625
     4.28661   0.0185224   0.0285018  0.00846592
     4.53156  0.00850517   0.0182578  0.00724959
      4.7765  0.00340207  0.00567012  0.00324515
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 6
    0.122474   0.0189004   0.0109622  0.00543658
    0.367423   0.0582132     0.04744   0.0110743
    0.612372    0.160653   0.0981875    0.018235
    0.857321    0.202423    0.162417   0.0336767
     1.10227    0.467217    0.262652   0.0576692
     1.34722    0.470242    0.360525   0.0662322
     1.59217    0.406736    0.406547   0.0550487
     1.83712    0.386702    0.426046    0.031974
     2.08207    0.360808    0.398263   0.0268761
     2.32702    0.341341    0.454145   0.0785747
     2.57196    0.371582    0.467848    0.124441
     2.81691    0.379709    0.368463   0.0468408
     3.06186    0.136461    0.203085   0.0302061
     3.30681   0.0824057    0.131295    0.033193
     3.55176   0.0778696   0.0874143   0.0151053
     3.79671     0.16122    0.100487   0.0193167
     4.04166           0   0.0530156   0.0176859
     4.28661           0   0.0237515  0.00828109
     4.53156           0   0.0152148  0.00664936
      4.7765           0   0.0047251  0.00283856
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 7
    0.122474 0.000756015  0.00950419   0.0048515
    0.367423   0.0646393    0.049897  0.00976099
    0.612372    0.171804    0.108704   0.0184146
    0.857321    0.391238    0.195106   0.0418226
     1.10227    0.355138    0.275865   0.0509217
     1.34722    0.439245    0.371771   0.0577172
     1.59217    0.417131    0.408059   0.0472053
     1.83712    0.405413    0.423099   0.0275418
     2.08207    0.347578    0.391022   0.0239922
     2.32702    0.395396    0.445752   0.0677965
     2.57196    0.416375    0.460494     0.10688
     2.81691    0.255155    0.352276   0.0428549
     3.06186   0.0695534    0.184009   0.0313408
     3.30681     0.10811    0.127983   0.0286159
     3.55176   0.0854297   0.0871308   0.0129501
     3.79671     0.15177    0.107813   0.0178926
     4.04166  0.00774916   0.0465489   0.0162987
     4.28661           0   0.0203584  0.00776215
     4.53156           0   0.0130413  0.00604426
      4.7765           0  0.00405008  0.00251203
     5.02145           0           0           0
      5.2664           0           0           0
     5.51135           0           0           0
      5.7563           0           0           0
     6.00125           0           0           0
      6.2462           0           0           0
     6.49115           0           0           0
      6.7361           0           0           0
     6.98105           0           0           0
     7.22599           0           0           0
BLOCCO 8
    0.122474   0.0134193  0.00999358  0.00426967
    0.367423   0.0561341   0.0506767  0.00857194
    0.612372    0.168402    0.116166   0.0175598
    0.857321    0.345688    0.213929   0.0406102
     1.10227     0.44208    0.296642   0.0486107
     1.34722    0.421101    0.377937   0.0508309
     1.59217    0.403901     0.40754   0.0413075
     1.83712    0.322441    0.410516   0.0268196
     2.08207    0.542252    0.409926    0.027448
     2.32702    0.314313    0.429322   0.0612804
     2.57196    0.336427    0.444986   0.0946388
     2.81691        0.22    0.335742   0.0405625
     3.06186    0.134004    0.177758   0.0280396
     3.30681     0.13287    0.128593   0.0250455
