1	15.755	0
2	15.8842	0.0913899
3	15.4988	0.320539
4	15.5337	0.2423
5	15.3898	0.232694
6	15.3199	0.204127
7	15.3641	0.17969
8	15.3344	0.159662
9	15.3376	0.141954
10	15.2507	0.152046
11	15.2687	0.139276
12	15.1317	0.183024
13	15.2281	0.192685
14	15.2106	0.17972
15	15.2829	0.181697
16	15.1916	0.191877
17	15.1604	0.183114
18	15.1803	0.174021
19	15.1001	0.182436
20	15.0924	0.173476
21	15.0776	0.16584
22	15.0223	0.167292
23	14.9652	0.169487
24	14.931	0.165836
25	14.9458	0.159868
26	14.9031	0.15934
27	14.876	0.155711
28	14.883	0.150306
29	14.8998	0.146058
30	14.8798	0.142559
31	14.9089	0.140914
32	14.9318	0.138358
33	14.9232	0.134432
34	14.9631	0.136254
35	14.9707	0.132575
36	14.9651	0.12901
37	14.9489	0.126542
38	14.9635	0.124051
39	15.0056	0.127816
40	15.0168	0.125111
41	14.9798	0.127419
42	15.016	0.129435
43	15.0176	0.126434
44	15.0226	0.123661
45	15.0159	0.121092
46	15.0284	0.119094
47	15.0301	0.116573
48	15.0319	0.114157
49	15.0351	0.111874
50	15.0129	0.111812
51	14.9899	0.111973
52	15.0024	0.110518
53	15.0355	0.113295
54	15.0373	0.111211
55	15.045	0.109451
56	15.0431	0.107513
57	15.0482	0.10575
58	15.0435	0.10403
59	15.034	0.102698
60	15.053	0.102728
61	15.0614	0.101385
62	15.0609	0.0997512
63	15.0433	0.0997153
64	15.037	0.0983578
65	15.0497	0.0976704
66	15.0443	0.0963434
67	15.0218	0.097487
68	15.0441	0.0985604
69	15.0743	0.101655
70	15.079	0.100311
71	15.0706	0.0992455
72	15.055	0.0990865
73	15.0399	0.0988653
74	15.0327	0.0977913
75	15.0361	0.096545
76	15.0269	0.0957159
77	15.0087	0.0961859
78	15.0219	0.0958635
79	15.0064	0.0958918
80	15.0052	0.0947015
81	14.9963	0.093945
82	14.9984	0.092822
83	15.013	0.0928394
84	14.9949	0.0934783
85	15.0048	0.0929056
86	14.9949	0.09235
87	14.9977	0.0913294
88	14.983	0.0914701
89	14.9733	0.0909484
90	14.9813	0.090285
91	14.9926	0.0899958
92	14.9875	0.0891632
93	14.9768	0.0888428
94	14.9711	0.0880798
95	14.9774	0.0873828
96	14.9705	0.0867509
97	14.9743	0.0859424
98	14.9613	0.0860429
99	14.955	0.0854055
100	14.9577	0.0845942
