              1       0.198752       0.198752              0
              2      -0.210348     -0.0057979       0.144639
              3       0.245224      0.0778762       0.118176
              4      -0.167971      0.0164145       0.103386
              5     -0.0649184    0.000147891      0.0839791
              6     -0.0215228    -0.00346388      0.0700602
              7     -0.0848022     -0.0150836      0.0610076
              8       0.138445     0.00410745      0.0563192
              9       0.158653      0.0212792      0.0526143
             10      -0.300136     -0.0108623       0.056321
             11      0.0700223    -0.00350915      0.0516787
             12      0.0906093     0.00433405      0.0479637
             13      -0.297411     -0.0188771      0.0495733
             14     -0.0941816      -0.024256      0.0463233
             15       0.168113     -0.0114314      0.0449753
             16     -0.0599866     -0.0144661      0.0422666
             17      0.0428382     -0.0110953      0.0399145
             18     -0.0123013     -0.0111623      0.0376971
             19      -0.123093     -0.0170533      0.0361704
             20       0.147465    -0.00882744      0.0352849
             21       0.177233     3.2578e-05      0.0346992
             22       0.110341     0.00504659      0.0334823
             23        0.12566      0.0102906      0.0324346
             24       0.173993      0.0171116      0.0317923
             25       0.138881      0.0219824      0.0308914
             26      -0.116437      0.0166586      0.0301586
             27      0.0787517      0.0189583      0.0291291
             28       -0.18439      0.0116959        0.02898
             29      -0.442762    -0.00397507      0.0319379
             30      0.0561114    -0.00197219       0.030936
             31     0.00535075    -0.00173597       0.029939
             32       0.127464     0.00230152      0.0292744
             33       0.114766     0.00570955       0.028585
             34      0.0550009     0.00715929       0.027781
             35     -0.0141755     0.00654973      0.0269939
             36      -0.254773   -0.000709232      0.0272026
             37    -0.00521259   -0.000830945      0.0264677
             38      0.0966358     0.00173397      0.0258951
             39        0.25988      0.0083531      0.0260634
             40    -0.00460781     0.00802908      0.0254138
             41      -0.173118     0.00361086      0.0251751
             42      -0.124072    0.000570804      0.0247586
             43      -0.272808    -0.00578684      0.0249857
             44     -0.0755008    -0.00737124      0.0244681
             45      0.0382532    -0.00635737      0.0239453
             46      0.0265365    -0.00564228      0.0234354
             47      -0.508645     -0.0163445      0.0252626
             48        0.16345     -0.0125988      0.0250124
             49      -0.100142     -0.0143854      0.0245657
             50       0.270795    -0.00868175      0.0247276
             51       0.238194    -0.00384105       0.024712
             52       -0.08102    -0.00532526      0.0242813
             53      0.0961647    -0.00341036      0.0238986
             54      0.0723944    -0.00200657      0.0234972
             55      0.0969139   -0.000208012      0.0231387
             56      0.0504949    0.000697398      0.0227432
             57       0.415786     0.00797965      0.0234812
             58      0.0381607     0.00850001      0.0230821
             59      -0.230242     0.00445354      0.0230428
             60      -0.162378     0.00167301      0.0228259
             61      -0.254559     -0.0025275       0.022835
             62      -0.324735    -0.00772439      0.0230504
             63      -0.349609     -0.0131511      0.0233146
             64       0.295361    -0.00833063      0.0234434
             65     -0.0652883    -0.00920691      0.0230991
             66       0.270454    -0.00496962      0.0231345
             67      0.0258784     -0.0045092      0.0227938
             68      0.0141438     -0.0042349      0.0224602
             69       0.243295   -0.000647501      0.0224194
             70        0.21626     0.00245117      0.0223122
             71       0.075513     0.00348021      0.0220217
             72     -0.0137676     0.00324066      0.0217171
             73       0.284716     0.00709648      0.0217592
             74    -0.00526869     0.00692939      0.0214658
             75      0.0939282     0.00808937      0.0212109
             76      0.0651334     0.00883995      0.0209451
             77       0.167757      0.0109038      0.0207745
             78      -0.224999     0.00787941      0.0207272
             79      -0.215599     0.00505056      0.0206569
             80      0.0869654      0.0060745      0.0204241
             81      0.0515727     0.00663621      0.0201797
             82      -0.194389     0.00418468      0.0200819
             83        0.33392      0.0081574      0.0202291
             84      0.0228459     0.00833227       0.019989
             85       0.141517     0.00989914      0.0198152
             86       0.333781      0.0136652      0.0199395
             87       0.111461      0.0147893      0.0197419
             88       0.131273       0.016113      0.0195619
             89     -0.0835249      0.0149935      0.0193741
             90     -0.0955817      0.0137648      0.0191978
             91      -0.156545      0.0118933      0.0190778
             92     -0.0785757      0.0109099      0.0188958
             93      -0.373411     0.00677746      0.0191391
             94      -0.103399     0.00560537      0.0189714
             95       0.182529     0.00746772      0.0188629
             96     -0.0815024     0.00654095      0.0186891
             97        0.15998      0.0081228      0.0185633
             98      -0.111435     0.00690282      0.0184139
             99      -0.090808     0.00591585      0.0182544
            100      -0.314051     0.00271618      0.0183501
